06/15-08:19:59.251808  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.57.10:1045 -> 37.157.255.194:80
10/23-03:19:10.031896  [**] [1:2014038:3] ET CURRENT_EVENTS MALVERTISING OpenX BrowserDetect.init Download [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 173.236.241.185:80 -> 192.168.30.10:1070
08/17-16:07:55.785696  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.122.10:1113 -> 213.108.252.185:80
05/25-03:53:38.480601  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 188.72.248.219:80 -> 192.168.112.10:1043
05/25-03:53:51.007542  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.167.31:80 -> 192.168.112.10:1052
06/20-12:20:54.346515  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.82.10:1034 -> 239.255.255.250:1900
05/30-18:18:30.258551  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.47.10:1049 -> 178.162.167.35:80
05/10-04:18:36.012083  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.91.10:1043 -> 50.30.47.82:80
05/10-04:18:38.446550  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.59.198.60:80 -> 192.168.91.10:1052
05/10-04:19:08.849121  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.91.10:1080 -> 94.242.250.64:53
02/15-21:01:20.029009  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 74.53.232.102:80 -> 192.168.100.10:1042
02/15-21:01:20.167401  [**] [1:2016985:1] ET INFO Executable Served From /tmp/ Directory - Malware Hosting Behaviour [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.100.10:1045 -> 200.58.120.2:80
02/15-21:01:47.851514  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.100.10:1065 -> 83.133.123.20:53
02/15-21:01:54.418517  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.100.10:1078 -> 74.53.232.102:80
07/12-18:41:51.460238  [**] [1:2013037:4] ET POLICY Java EXE Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 79.96.66.209:80 -> 192.168.84.10:1042
10/19-16:15:40.311944  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 211.71.99.66:80 -> 192.168.49.10:1054
08/14-05:02:08.446487  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.118.10:1043 -> 188.40.40.189:80
08/14-05:02:08.446487  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.118.10:1043 -> 188.40.40.189:80
05/01-22:51:50.285084  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.89.10:1067 -> 37.59.198.59:80
06/21-17:48:21.129767  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.70.10:1042 -> 37.157.255.200:80
07/11-21:54:53.231542  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 69.25.24.24:80 -> 192.168.79.10:1109
03/15-14:01:15.137162  [**] [1:2021076:1] ET INFO SUSPICIOUS Dotted Quad Host MZ Response [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 67.196.50.144:80 -> 192.168.69.10:1119
05/26-02:26:46.807892  [**] [1:2017637:1] ET INFO Java File Sent With X-Powered By HTTP Header - Common In Exploit Kits [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 89.149.244.140:80 -> 192.168.35.10:1045
07/21-19:59:59.269345  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.85.10:1040 -> 84.246.212.20:80
07/21-20:00:20.476889  [**] [1:2009702:5] ET POLICY DNS Update From External net [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {UDP} 192.168.85.10:1053 -> 194.50.116.54:53
04/12-20:27:52.243902  [**] [1:2013912:4] ET TROJAN P2P Zeus Response From CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 80.108.13.49:34354 -> 192.168.37.10:1106
10/02-20:14:39.035452  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 95.163.66.209:80 -> 192.168.128.10:1063
06/29-05:01:57.040874  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.16.10:1041 -> 178.162.137.64:80
03/29-03:57:59.853533  [**] [1:2011365:9] ET TROJAN Sinowal/sinonet/mebroot/Torpig infected host checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.23.10:1065 -> 66.199.252.194:80
10/03-16:38:39.962593  [**] [1:2017416:4] ET CURRENT_EVENTS BlackHole EK Variant PDF Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 188.165.95.15:80 -> 192.168.59.10:1031
10/03-16:38:55.128284  [**] [1:2014301:7] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - readme.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 188.165.95.15:80 -> 192.168.59.10:1039
05/23-14:04:44.346069  [**] [1:2018643:4] ET TROJAN Win32/Zemot Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.37.10:1058 -> 92.113.196.67:80
01/12-02:01:51.086509  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.5.10:1102 -> 93.191.240.171:80
03/15-19:58:38.320632  [**] [1:2013911:9] ET TROJAN P2P Zeus or ZeroAccess Request To CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.115.10:1199 -> 24.154.195.12:34355
05/25-08:56:46.681811  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.45.10:1046 -> 188.72.248.219:80
06/13-06:46:01.599610  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.153:80 -> 192.168.31.10:1042
02/28-18:53:25.437867  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.63.10:1035 -> 239.255.255.250:1900
11/16-14:16:01.159425  [**] [1:2013685:1] ET TROJAN ZeroAccess/Max++ Rootkit C&C Activity 1 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.87.10:1067 -> 193.105.154.210:80
03/13-15:39:10.587226  [**] [1:2014316:1] ET CURRENT_EVENTS DRIVEBY Incognito libtiff PDF Exploit Recieved [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 31.184.237.26:80 -> 192.168.76.10:1043
08/10-23:24:45.706209  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 188.40.40.189:80 -> 192.168.43.10:1042
01/04-14:44:58.453361  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/21-02:42:11.449477  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.99.10:1045 -> 37.157.255.171:80
06/21-02:42:11.449477  [**] [1:2012810:8] ET POLICY HTTP Request to a *.tk domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.99.10:1045 -> 37.157.255.171:80
05/24-03:32:23.221217  [**] [1:2016928:1] ET CURRENT_EVENTS HellSpawn EK Landing 2 May 24 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 46.229.151.194:80 -> 192.168.113.10:1032
05/15-15:33:48.892116  [**] [1:2016300:3] ET TROJAN Simda.C Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.87.10:1056 -> 91.121.12.201:80
08/12-19:46:42.037489  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 95.211.71.171:80 -> 192.168.108.10:1086
05/07-06:49:33.943609  [**] [1:2002945:10] ET POLICY Java Url Lib User Agent Web Crawl [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.43.10:1051 -> 37.59.198.60:80
01/05-15:56:42.751507  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 88.208.252.198:80 -> 192.168.2.10:1049
06/02-23:51:16.857864  [**] [1:2067:4] WEB-MISC Lotus Notes .exe script source download attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.103.10:1039 -> 205.251.133.166:80
12/13-15:05:35.048757  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.79.10:1067 -> 67.207.138.104:80
05/05-22:54:39.114579  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.85.10:1058 -> 37.59.198.59:80
05/05-22:54:39.832414  [**] [1:2016540:2] ET CURRENT_EVENTS SUSPICIOUS JAR Download by Java UA with non JAR EXT matches various EKs [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 37.59.198.59:80 -> 192.168.85.10:1064
05/05-22:55:04.068634  [**] [1:2016970:3] ET CURRENT_EVENTS Karagany encrypted binary (3) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 94.75.234.241:80 -> 192.168.85.10:1079
05/05-22:55:12.251941  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.85.10:1247 -> 66.85.130.234:53
08/07-00:28:50.422606  [**] [1:2014301:7] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - readme.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 95.163.88.208:80 -> 192.168.43.10:1051
02/09-03:49:04.337848  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.37.10:1048 -> 74.53.239.104:80
07/05-08:42:57.369024  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 37.157.255.151:80 -> 192.168.36.10:1034
07/05-08:42:59.249635  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.36.10:1039 -> 37.157.255.151:80
07/05-08:43:05.620719  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.36.10:1040 -> 37.157.255.152:80
07/05-08:43:08.285534  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.36.10:1046 -> 66.85.130.234:53
12/13-14:53:18.231355  [**] [1:2017840:1] ET CURRENT_EVENTS Styx Exploit Kit - JAR Exploit [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.61.10:1086 -> 31.184.224.104:80
01/13-15:42:30.425682  [**] [1:2019415:3] ET POLICY SSLv3 inbound connection to server vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 74.125.229.207:443 -> 192.168.80.10:1041
03/26-23:39:27.907524  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.140.102:80 -> 192.168.3.10:1048
03/26-23:39:28.046494  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.140.102:80 -> 192.168.3.10:1048
03/26-23:39:37.126927  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.3.10:1182 -> 23.21.208.110:80
01/12-08:57:25.751908  [**] [1:2013037:4] ET POLICY Java EXE Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 69.167.189.97:80 -> 192.168.115.10:1049
05/01-16:08:41.041273  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 50.97.90.2:80 -> 192.168.61.10:1441
05/01-16:09:21.352333  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.61.10:1906 -> 54.201.156.239:80
05/01-16:09:46.846477  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.61.10:2089 -> 199.27.79.166:80
05/01-16:09:56.651912  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 207.200.81.13:80 -> 192.168.61.10:2214
10/10-07:36:05.005062  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 95.163.110.91:80 -> 192.168.119.10:1069
02/14-13:51:32.035103  [**] [1:2016757:7] ET TROJAN W32/Nymaim Checkin (2) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.50.10:1059 -> 31.210.111.47:80
11/09-20:09:31.515569  [**] [1:2014926:2] ET INFO PDF embedded in XDP file (Possibly Malicious) [**] [Classification: Misc Attack] [Priority: 2] {TCP} 178.162.174.162:80 -> 192.168.69.10:1037
07/29-11:25:05.233989  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.55.10:1081 -> 213.108.252.185:80
02/24-13:48:06.985527  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 67.18.156.154:53 -> 192.168.110.10:1366
02/24-13:48:10.709877  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 67.18.156.154:53 -> 192.168.110.10:1519
02/24-13:48:16.179569  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 67.18.156.154:53 -> 192.168.110.10:1660
02/24-13:48:22.782178  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 67.18.156.154:53 -> 192.168.110.10:1892
02/24-13:48:30.538156  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.241.242.7:80 -> 192.168.110.10:2081
02/24-13:48:30.966002  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 67.18.156.154:53 -> 192.168.110.10:2101
05/16-08:13:43.897966  [**] [1:2012169:10] ET TROJAN Potential Blackhole Exploit Pack Binary Load Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.24.10:1037 -> 146.185.218.147:80
12/25-13:16:36.898068  [**] [1:2014843:3] ET TROJAN Blackhole Exploit Kit Request tkr [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.67.10:1043 -> 81.171.105.20:80
08/31-19:51:22.201682  [**] [1:2007993:12] ET MALWARE User-Agent (2 spaces) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.114.10:1085 -> 175.41.28.156:80
07/28-18:56:14.463971  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 54.218.16.89:80 -> 192.168.18.10:1198
07/28-18:56:14.734754  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 205.210.186.236:80 -> 192.168.18.10:1194
05/02-08:35:19.854514  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.24.10:1052 -> 37.59.198.59:80
01/31-14:51:39.422238  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 204.2.254.219:80 -> 192.168.128.10:1233
09/10-21:03:53.691534  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/25-13:15:19.039293  [**] [1:2019141:2] ET TROJAN Zbot POST Request to C2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1043 -> 178.238.41.15:80
05/14-15:40:03.565605  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 75.103.116.156:53 -> 192.168.36.10:1619
03/24-23:43:50.876488  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/24-19:05:45.612570  [**] [1:2015483:2] ET INFO Java .jar request to dotted-quad domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.62.10:1045 -> 178.162.167.136:80
07/09-13:25:21.164281  [**] [1:2017064:18] ET CURRENT_EVENTS Cool/BHEK/Goon Applet with Alpha-Numeric Encoded HTML entity [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 176.31.205.40:80 -> 192.168.68.10:1050
06/02-01:19:59.856118  [**] [1:2014891:2] ET CURRENT_EVENTS RedKit - Java Exploit Requested - 5 digit jar [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.18.10:1042 -> 78.159.102.31:80
06/05-13:36:11.311581  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/27-19:28:28.449479  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.137.64:80 -> 192.168.58.10:1039
06/27-19:28:29.550698  [**] [1:2015483:2] ET INFO Java .jar request to dotted-quad domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.58.10:1039 -> 178.162.137.64:80
07/11-09:40:07.957070  [**] [1:556:5] P2P Outbound GNUTella client request [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.30.10:1083 -> 78.243.60.67:6346
05/27-06:22:51.041321  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 178.162.170.180:80 -> 192.168.64.10:1052
11/13-12:37:41.627663  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.128.10:1033 -> 239.255.255.250:1900
11/12-04:48:28.588727  [**] [1:2014154:3] ET CURRENT_EVENTS DRIVEBY PDF Containing Subform with JavaScript [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 188.247.232.178:80 -> 192.168.106.10:1032
06/24-15:05:58.845069  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.66.10:1534 -> 68.67.128.95:80
06/24-15:06:41.805187  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.66.10:1700 -> 68.67.128.95:80
06/24-15:06:48.434182  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.66.10:1788 -> 68.67.128.95:80
03/11-17:10:17.561155  [**] [1:2016300:3] ET TROJAN Simda.C Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.64.10:1072 -> 79.142.66.240:80
08/09-02:06:50.956393  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 213.249.68.83:80 -> 192.168.12.10:1034
09/21-15:07:46.349153  [**] [1:2014301:7] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - readme.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 146.185.242.8:80 -> 192.168.113.10:1033
05/16-19:06:01.586502  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.51.10:1033 -> 239.255.255.250:1900
05/23-15:34:26.034142  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 158.255.215.154:80 -> 192.168.116.10:1049
05/24-15:24:53.387720  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.94.10:1058 -> 178.162.167.31:80
10/08-23:27:39.570783  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.58.10:1047 -> 95.163.66.209:80
08/15-14:12:54.976998  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.7.10:1106 -> 66.147.244.127:80
09/06-20:00:38.285560  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
09/12-11:47:21.020711  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 41.196.213.179 -> 192.168.25.10
07/08-20:00:12.396471  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.35.10:1056 -> 213.108.252.185:80
07/15-03:00:01.243457  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.9.10:1044 -> 213.108.252.185:80
12/12-14:47:55.409217  [**] [1:2017296:4] ET CURRENT_EVENTS Possible CritX/SafePack/FlashPack Jar Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 85.143.166.147:80 -> 192.168.6.10:1046
11/04-19:38:51.048859  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.4.10:1043 -> 239.255.255.250:1900
07/27-09:56:26.739887  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.24.10:1036 -> 239.255.255.250:1900
07/27-09:56:57.970481  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.24.10:1066 -> 66.85.130.234:53
05/03-14:56:45.330248  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/05-22:30:44.754774  [**] [1:2018838:1] ET INFO DYNAMIC_DNS Query to *athersite.com Domain (Sitelutions) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.22.10:1053 -> 4.2.2.3:53
08/11-07:44:30.124459  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.69.10:1088 -> 188.65.115.185:80
02/24-15:39:42.607745  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.206.179.141:80 -> 192.168.17.10:1043
03/21-13:56:54.440708  [**] [1:2017064:18] ET CURRENT_EVENTS Cool/BHEK/Goon Applet with Alpha-Numeric Encoded HTML entity [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 91.218.38.251:80 -> 192.168.120.10:1033
05/22-17:17:57.461059  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.35.10:1041 -> 178.162.170.64:80
01/16-15:25:55.628708  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.122.10:1185 -> 98.139.225.42:80
01/16-15:25:58.163967  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.122.10:1160 -> 98.139.225.42:80
02/08-20:44:23.263376  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.91.10:1063 -> 83.133.123.20:53
